make,model,year,categories
Nissan,LEAF,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Nissan,LEAF EV,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Nissan,Micra,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Nissan,Note,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Nissan,Pulsar,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Nissan,Dynamo Taxi,2019,Electric
Nissan,Note E-Power,2019,Electric
Omoda,5 EV,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Omoda,5 SHS,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Omoda,C5,2019,Electric
Omoda,E5,2019,Electric
Omoda,O5,2019,Electric
Opel,Grandland X,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Insignia,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Insignia Sports Tourer,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Mokka,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Mokka-E,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Opel,Vivaro,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Opel,Zafira,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Opel,Zafira Life,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Opel,Zafira Tourer,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Opel,Zafira-e Life,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Opel,Vivaro Electric Combi,2019,Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Opel,Ampera,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Opel,Astra,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Astra Electric,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Opel,Astra Sports Tourer,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Combo Life,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Corsa,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Corsa-E,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Opel,Crossland,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Crossland X,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Frontera,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Frontera Electric,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Opel,Grandland,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Opel,Karl,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Ora,03,2019,Electric
Ora,Funky Cat 300,2019,Electric
Ora,Funky Cat 400,2019,Electric
Peugeot,208,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,308,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,407,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,408,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,508,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,607,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,2008,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,3008,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,4008,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,5007,2019,UberXL
Peugeot,5008,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,508 SW,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,E-3008,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Peugeot,E-408,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,E-5008,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,Expert,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Peugeot,Expert Tepee,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,Expert Traveller,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Peugeot,Traveller,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Peugeot,E-Expert,2019,Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,Rifter,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,e-Rifter,2019,Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,e-Traveller,2019,Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Peugeot,308 SW,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,E-2008,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Peugeot,E-208,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Peugeot,E-308,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Peugeot,Partner,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Peugeot,Boxer,2019,UberXXL
Peugeot,New 2008,2019,Electric
Peugeot,New 3008,2019,Electric
Peugeot,Partner Tepee Electric,2019,Electric
Polestar,2,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Polestar,3,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Polestar,4,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Porsche,Tayano,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Porsche,Cayenne,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Porsche,Macan,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Porsche,Panamera,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,5,2019,Electric
Renault,Arkana E-Tech Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Austral E-Tech Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Espace,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Renault,Espace E-tech,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Renault,Grand Scenic,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Renault,Megane E-Tech,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,Rafale,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,SYMBIOZ,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Scenic E-Tech,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,Talisman,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Trafic Spaceclass,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Trafic,2019,Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Renault,4 E-Tech,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,5 E-Tech,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,Arkana,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Captur,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Clio,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Clio Break,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Clio E-Tech Hybrid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Fluence,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Fluence Z.E.,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,Kadjar,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Kangoo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Kangoo Z.E.,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,Koleos,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Laguna,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Latitude,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Megane,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Megane Estate,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Megane Grandtour,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Megane Sport Tourer,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Scenic,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Scenic Hybrid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Twingo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Renault,Zoe,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Renault,City K-ZE,2019,Electric
Renault,Kwid E-Tech,2019,Electric
Rising,ER6,2019,Electric
Rivian,R1S,2019,Electric
Rivian,R1T,2019,Electric
Seat,Alhambra,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Seat,Ateca,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Tarraco,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Seat,Altea XL,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Arona,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Exeo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Ibiza,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Leon,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Leon ST,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,MII,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Seat,Toledo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Sev,E-WAN Cross,2019,Electric
Skoda,Enyaq,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Skoda,Enyaq iV,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Skoda,Kodiaq,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Skoda,Octavia,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Scala,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Superb,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Elroq,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Skoda,Fabia,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Kamiq,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Karoq,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Octavia Combi,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Rapid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Rapid Spaceback,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Superb Derivative,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Skoda,Enyaq Coupe,2019,Electric
Skywell,ET5,2019,Electric
Smart,#1,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Smart,#3,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Smart,Forfour,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Ssangyong,Rodius,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Ssangyong,Korando e-Motion,2019,Electric
Subaru,Levorg,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Subaru,Solterra,2019,Electric
Suzuki,Swace Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Suzuki,Swift,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Suzuki,Vitara,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Tata,Nexon EV,2019,Electric
Tata,Tigor EV (elétrico),2019,Electric
Tesla,Model 3,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Tesla,Model S,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Tesla,Model X,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Tesla,Model Y,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Toyota,Camry,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Camry Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Touring Sports,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Touring Sports Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Proace,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Toyota,Proace City Verso,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Toyota,RAV4,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,bZ4X,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius+,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Toyota,Verso,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Toyota,Auris,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Auris Hybrid Touring Sports,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Auris Touring Sports,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Avensis,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Aygo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,C-HR,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Altis,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Altis híbrido,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Cross,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Cross Hybrid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla EX,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Fielder,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Hatchback,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Hybrid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Hybrid LE,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Sedan,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Sports,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Corolla Wagon,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Land Cruiser,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Mirai,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius Alpha,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius C,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius Plug-in,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius Prime,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Prius V,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Yaris,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Yaris Cross,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,Yaris Cross Hybrid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Toyota,HiAce,2019,UberXXL
Toyota,KDH,2019,UberXXL
Toyota,LiteAce,2019,UberXXL
Toyota,TownAce,2019,UberXXL
Toyota,BZ3,2019,Electric
Toyota,Proace Verso EV,2019,Electric
VOYAH,Dream,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
VOYAH,Free,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Vauxhall,Mokka-e,2019,Electric
Venucia,D60 EV,2019,Electric
VinFast,VF9,2019,Electric
Volkswagen,Arteon,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Caravelle,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Volkswagen,Golf Alltrack,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Golf Variant,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.4,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.5,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.7,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.Buzz,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Multivan,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Passat,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Passat GTE,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Passat Wagon,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Sharan,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Tayron,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Tayron eHybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Tiguan,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Tiguan Allspace,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Touareg,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Touran,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Caddy,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Caddy Maxi,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Kombi,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volkswagen,Transporter,2019,Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Volkswagen,Crafter,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,GOLF GTE,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Golf,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Golf Estate,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Golf GTI,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Golf SportWagen,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Golf Sportsvan,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.3,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.6,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.7 Tourer,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Jetta,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Jetta GLI,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Nivus,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Polo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Polo Sedan,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,T-Cross,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,T-Roc,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Taigo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Taos,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Transporter GT,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Transporter R,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,Virtus,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,e-Golf,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volkswagen,ID.Buzz Long,2019,Electric
Volkswagen,e-Bora,2019,Electric
Voltera,Maple 60S,2019,Electric
Volvo,C40 Recharge,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volvo,EX90,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Volvo,EC40,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volvo,S60,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,S80,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,S90,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,S90 Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,V60,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,V60 Plug-in Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,V90,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,XC40 Electric,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volvo,XC60,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,XC60 Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,XC90,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,XC90 Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,EX30,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Volvo,V40,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Volvo,XC40,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Wajer,Wajer 38,2018,UberEATS Marketplace
WeRide,Aion LX Plus,2019,Electric
Weltmeister,EX5,2019,Electric
XPENG,G9,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
XPENG,P7,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
XPENG,G6,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
XPENG,G3,2019,Electric
Zeekr,001,2019,Electric
Zeekr,X,2019,Electric
smart#1,BRABUS,2019,Electric
