make,model,year,categories
3EV,Vega4,2019,Electric
3EV,e30c,2019,Electric
Adam,Revo,2019,Electric
Aion,V,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Aiways,U5,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Alfa Romeo,Stelvio,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Alfa Romeo,Giulia,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Alfa Romeo,Giulietta,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Alfa Romeo,Tonale,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A6 Avant e-tron,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,E-Tron GT,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,Q4 Sportback e-tron,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,Q4 e-tron,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,Q6 e-tron,2019,Black; Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q8 e-tron,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,e-tron,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,e-tron Sportback,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,A4,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A4 Allroad,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A4 Avant,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A4 Avant G-tron,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A4 Limousine,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A5 Avant,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A5 Sportback,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A6,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A6 All Road Quattro,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A6 Avant,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A6 Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A8,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A8 L,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Allroad,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q3 Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q5 Hybrid,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q6,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,Q7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q8,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q9,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,RS 6,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,RS 7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,S5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,S5 Sportback,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,S6,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,S8,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A1,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A3 Limousine,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A3 Sportback,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,A3 e-tron,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Audi,Q2,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,Q3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,S4,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Audi,RS E-Tron GT,2019,Electric
BAIC,ARCFOX,2019,Electric
BAIC,EC3,2019,Electric
BAIC,ES210,2019,Electric
BAIC,EU220,2019,Electric
BAIC,EU260,2019,Electric
BAIC,EU5,2019,Electric
BAIC,EV200,2019,Electric
BAIC,EX3,2019,Electric
BAIC,EX360,2019,Electric
BAIC,EX5,2019,Electric
BMW,i4,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,i4 eDrive40,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,i5,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,i7,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,i8,2019,Black; Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,iX,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,iX3,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,2-series Active Tourer,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,2-series Gran Tourer,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
BMW,3-Series 330e,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 3,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,3-series Gran Turismo,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 4,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 4 Gran Coupe,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,5-Series 530e,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,5-series Gran Turismo,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,5-series Touring,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,520d,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 6,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 6 Gran Coupe,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,7-Series 745e,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,740e,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,740i,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 8,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 8 Gran Coupé,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,ActiveHybrid 3,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,ActiveHybrid 5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,ActiveHybrid 7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Alpina B5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Alpina B6,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Alpina B7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Alpina B8,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X1,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X2,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X3,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X4,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X6,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,X7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,iX1,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,ix2,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 1,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 2,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Série 2 Gran Coupé,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,Alpina V8,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M2,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M4,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M6,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M6 Gran Coupe,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M8,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,M8 Gran Coupé,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BMW,i3,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Han EV,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,SEALION 7,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Seal,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Seal U,2019,Black; Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Atto 3,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Tang,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
BYD,Atto 2,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,BYD SEAL 6 DM-i,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
BYD,D1,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,DOLPHIN SURF,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Dolphin,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Dolphin Mini,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,E2,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,E3,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Qin PLUS EV,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,S2,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Seagull,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Yuan Plus,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,Yuan Pro,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,e5,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
BYD,e6,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Bentley,Bentayga,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Bentley,Flying Spur,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Bentley,Mulsanne,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Bestune,E05,2019,Electric
Bestune,NAT,2019,Electric
Bestune,Nat Deluxe,2019,Electric
Buick,Velite 6,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Buick,Velite 7,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Cadillac,LYRIQ,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Chang'an,Eulove,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Changan,Deepal S05 BEV RWD MAX,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Changan,Deepal S05 BEV RWD PRO,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Changan,Deepal S07,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Changan,Deepal S07 BEV,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Changan,E Star,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 2,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 3X,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 4,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 4 Pro,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 5,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 5X,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 7,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 7 Pro,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 8,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,Tiggo 8 Pro,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Chery,S18,2019,Electric
Chery,eQ5,2019,Electric
Chevrolet,Blazer EV,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Chevrolet,Bolt,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Chevrolet,Bolt EUV,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Chevrolet,Bolt EV,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Chevrolet,Epica,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,Berlingo XL,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,C4,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C4 Grand Picasso,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,C4 Picasso,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,C4 SpaceTourer,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,C4X,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C5,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C5 Aircross,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C5 X,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS7 Crossback E-Tense,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,E-C4,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Citroën,E-C4X,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Citroën,E-SpaceTourer,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,Lounge de negócios E-SpaceTourer,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,Grand C4 SpaceTourer,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,Grand Picasso,2019,Comfort; Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,Berlingo,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,C8,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,E-Berlingo,2019,Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,E-Jumpy,2019,Courier; Electric; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,Jumpy,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Citroën,SpaceTourer,2019,Courier; Priority; Store Pickup; UberX; UberXL; UberXXL; Women Drivers
Citroën,C-Elysee,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C3 Aircross,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C3 Picasso,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C3-XR,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C4 Aircross,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C4 Cactus,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C4 Lounge,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,C4L,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS3 Crossback E-Tense,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS4,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS4 E-Tense,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS5,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,DS9,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,E-C3,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Citroën,Elysee,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Citroën,ë-C3 Aircross,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Citroën,Jumper,2019,UberXXL
Coda,All-Electric,2019,Electric
Cupra,Ateca,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Cupra,Born,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Cupra,Leon,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
Cupra,Tavascan,2019,Comfort; Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Cupra,Formentor,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
Cupra,Formentor e-Hybrid,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
DENZA,DENZA,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
DFSK,E5,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
DFSK,Seres 3 Electric,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
DS,3,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
DS,4,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
DS,DS7,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
DS,DS7 Crossback,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
DS,DS9,2019,Comfort; Courier; Priority; Store Pickup; UberX; Women Drivers
DS,3 Crossback,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
DS,DS3 Cross electric,2019,Courier; Electric; Priority; Store Pickup; UberX; Women Drivers
Dacia,Jogger,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Dacia,Lodgy,2019,Courier; Priority; Store Pickup; UberX; UberXL; Women Drivers
Dacia,Bigster,2019,Courier; Priority; Store Pickup; UberX; Women Drivers
